name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Coimbatore, IN",2021-11-30,27,23,24,29.6,23,24.2,22.3,90.1,18,100,100,rain,,,,16.6,46.7,1013.5,86.9,4.3,162.7,14,6,,2021-11-30T06:24:51,2021-11-30T17:56:44,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-01,30,22,25.5,32.6,22,26.3,21.7,81,5.7,100,79.17,rain,,,,14.8,67.3,1012.9,59.7,4.6,239,20.8,8,,2021-12-01T06:25:21,2021-12-01T17:56:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-02,31,23,26.3,33.7,23,27.3,22,78.3,2.3,100,37.5,rain,,,,11.2,91.3,1012.7,68,3.8,204.9,17.6,8,,2021-12-02T06:25:52,2021-12-02T17:57:13,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-03,30,23.8,26,32.6,23.8,26.8,22.1,80.1,6.7,100,62.5,rain,,,,16.6,122.7,1013.1,70.2,3.6,202.8,17.6,7,,2021-12-03T06:26:24,2021-12-03T17:57:29,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-04,28.8,23,24.9,31.8,23,25.5,22.5,87,9.5,100,100,rain,,,,14.8,173.6,1013.4,72.3,3.7,137.9,11.9,6,,2021-12-04T06:26:55,2021-12-04T17:57:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-05,32,22.9,26.3,35.5,22.9,27.7,22.5,81.4,7.9,100,58.33,rain,,,,13.2,215.2,1013.1,58.5,4.3,234.5,20.4,8,,2021-12-05T06:27:26,2021-12-05T17:58:04,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-06,30,23,25.8,32,23,26.6,22.3,82.4,1,100,41.67,rain,,,,14.8,162,1013.2,76.5,4.3,162.4,13.8,7,,2021-12-06T06:27:58,2021-12-06T17:58:23,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-07,30,24,26.4,32,24,27.3,21.7,76.9,0.5,100,20.83,rain,,,,14.8,62,1013.2,62.2,3.4,198.3,17,7,,2021-12-07T06:28:30,2021-12-07T17:58:42,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-08,30,23,25.7,31.3,23,26.1,20.9,76.7,0,0,0,,,,,14.8,73.1,1013.6,46.4,3.4,217,18.7,8,,2021-12-08T06:29:02,2021-12-08T17:59:03,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-09,28,23,25.1,30.2,23,25.6,22.1,84,2.1,100,45.83,rain,,,,11.2,77.2,1014.7,78.6,3.1,240.2,20.5,8,,2021-12-09T06:29:34,2021-12-09T17:59:24,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-10,29,23,25.5,30.3,23,25.9,20.6,75.9,0.5,100,20.83,rain,,,,18.4,75.4,1015.3,58.9,4.2,249.1,21.6,9,,2021-12-10T06:30:06,2021-12-10T17:59:47,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-11,29,22.8,25.3,31.4,22.8,26,21.1,78.5,1.5,100,62.5,rain,,,,18.4,58.3,1014.8,60.7,4.6,246,21.4,9,,2021-12-11T06:30:38,2021-12-11T18:00:10,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-12,29.1,21.9,25.5,30.8,21.9,26.1,20.6,75.9,0,0,0,,,,,18.4,45.1,1015,54.5,4.7,247.7,21.4,9,,2021-12-12T06:31:10,2021-12-12T18:00:34,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-13,30,21,25.6,31.9,21,26.3,20.5,74.8,0,0,0,,,,,18.4,49.6,1014.1,54.3,4.8,178.3,15.4,6,,2021-12-13T06:31:42,2021-12-13T18:00:58,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-14,27,22,24.3,28.5,22,24.5,20.8,81.6,1.2,100,45.83,rain,,,33.5,21.6,85.4,1013.9,81.8,4.5,181.9,15.7,6,,2021-12-14T06:32:14,2021-12-14T18:01:24,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-15,28.8,22,25,30.4,22,25.5,20.4,76.7,0.5,100,20.83,rain,,,,18.4,80.8,1014.6,71.2,4.4,175.3,14.9,7,,2021-12-15T06:32:46,2021-12-15T18:01:49,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-16,29.8,21,25.2,31.1,21,25.7,20.2,75.1,0,0,0,,,,,16.6,51.9,1014.9,42.2,3.1,214.4,18.7,8,,2021-12-16T06:33:18,2021-12-16T18:02:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-17,29.8,22,25.1,31.5,22,25.6,20.2,75.7,0,0,0,,,,,14.8,56.3,1015.4,47.9,2.6,233.1,20.2,8,,2021-12-17T06:33:49,2021-12-17T18:02:43,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2021-12-18,29,21,24.8,30.3,21,25.1,19.5,73.8,0,0,0,,,,,18.4,51.8,1014.6,53.2,3.2,241.8,20.9,8,,2021-12-18T06:34:20,2021-12-18T18:03:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-19,28,21.8,24.4,28.9,21.8,24.6,18.7,71.7,0,0,0,,,,,14.8,55.3,1015.8,57.7,3.9,242.4,20.9,8,,2021-12-19T06:34:51,2021-12-19T18:03:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-20,28,20,23.8,28,20,23.8,16.5,65.6,0,0,0,,,,,20.5,38.2,1016.1,44,4.3,246.7,21.3,9,,2021-12-20T06:35:21,2021-12-20T18:04:09,0.51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-21,29,19.9,23.9,29.5,19.9,24,17.8,70.7,0,0,0,,,,,9.4,74.6,1016.1,41.2,3.7,246.5,21.4,9,,2021-12-21T06:35:52,2021-12-21T18:04:38,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-22,28.1,20,23.5,28.9,20,23.7,18,72.6,0,0,0,,,,,9.4,55.9,1014.8,52.8,3,247.6,21.3,9,,2021-12-22T06:36:21,2021-12-22T18:05:08,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-23,28.1,19.9,23.7,28.6,19.9,23.8,17.5,70.2,0,0,0,,,,,11.2,79.8,1014.4,43.4,3.1,244.1,21.2,9,,2021-12-23T06:36:51,2021-12-23T18:05:38,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-24,30,19,24.1,30,19,24.2,16.7,65.2,0,0,0,,,,,11.2,51.4,1014.5,21.6,3.4,250.9,21.8,9,,2021-12-24T06:37:20,2021-12-24T18:06:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-25,30,19,24,30,19,24,16.7,66.4,0,0,0,,,,,14.8,73.3,1014.8,24.5,3.6,255.5,22.1,9,,2021-12-25T06:37:48,2021-12-25T18:06:40,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-26,30,19,24.1,29.4,19,24.1,16.6,65.9,0,0,0,,,,,11.2,137.6,1015.8,11.5,3.5,253.9,22,9,,2021-12-26T06:38:16,2021-12-26T18:07:12,0.72,Clear,Clear conditions throughout the day.,clear-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-27,29,20,23.8,29.1,20,23.8,17.2,68.9,0,0,0,,,,,14.8,68,1016.5,31.4,3.7,257.5,22.3,9,,2021-12-27T06:38:44,2021-12-27T18:07:43,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-28,29,19.9,23.9,28.8,19.9,23.8,16.8,67.5,0,0,0,,,,,18.4,87.3,1015.6,30.7,4,260.3,22.5,9,,2021-12-28T06:39:10,2021-12-28T18:08:15,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-29,29,21,24.3,29.1,21,24.4,17.9,69.7,0,0,0,,,,,20.5,61.8,1014.5,37.6,3.9,261.5,22.6,9,,2021-12-29T06:39:37,2021-12-29T18:08:48,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-30,29,19,24.6,29.8,19,24.8,18,68.6,2.7,100,37.5,rain,,,,16.6,70,1015.6,51.3,4.6,238,20.6,9,,2021-12-30T06:40:02,2021-12-30T18:09:20,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2021-12-31,28.2,22,24.4,29.7,22,24.8,19.9,76.8,4.2,100,87.5,rain,,,,22.3,56.2,1016.5,87.5,4.4,239.5,20.8,9,,2021-12-31T06:40:27,2021-12-31T18:09:53,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-01,27,21.8,23.9,28.8,21.8,24,21.1,85.1,12.8,100,100,rain,,,,22.3,54.7,1017,83.9,3.9,208.7,18.1,8,,2022-01-01T06:40:52,2022-01-01T18:10:25,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-02,28,21,24.1,29.7,21,24.4,20,79.2,3.2,100,37.5,rain,,,,24.1,55.7,1016,72.3,4.1,239,20.7,9,,2022-01-02T06:41:15,2022-01-02T18:10:58,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-03,29.8,21,24.9,30.1,21,25.2,19,71.8,0,0,0,,,,,20.5,72.3,1015.4,37.3,4.4,257.2,22.3,9,,2022-01-03T06:41:38,2022-01-03T18:11:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-04,28,21,23.9,28.8,21,24,18.7,74.3,0,0,0,,,,,18.4,72.9,1015.6,47.6,4.1,231,20.1,8,,2022-01-04T06:42:00,2022-01-04T18:12:04,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2022-01-05,29,19,24,30.2,19,24.3,18.5,72.8,0,0,0,,,,,11.2,62.1,1015.6,33.5,3.5,243.6,20.9,9,,2022-01-05T06:42:21,2022-01-05T18:12:37,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-06,28,20.9,24.1,29.2,20.9,24.3,19.8,78,0,0,0,,,,,14.8,77.9,1014.7,54,3.4,248.3,21.3,9,,2022-01-06T06:42:42,2022-01-06T18:13:10,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-07,30,20.9,25.1,31.3,20.9,25.5,20.3,76.6,0,0,0,,,,,16.6,76.4,1014.6,53.6,4,251.7,21.8,9,,2022-01-07T06:43:01,2022-01-07T18:13:42,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2022-01-08,28,22.7,24.8,29.7,22.7,25.1,20.6,78.2,0.2,100,8.33,rain,,,,40.7,103.3,1015.4,74.5,3.8,243.3,21.1,9,,2022-01-08T06:43:20,2022-01-08T18:14:15,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-09,30,21.9,25.3,31.3,21.9,25.8,20.2,75.2,0,0,0,,,,,14.1,84.3,1014,50.9,4,249.1,21.7,9,,2022-01-09T06:43:38,2022-01-09T18:14:48,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-10,30,22,25.4,31.3,22,25.9,19.4,70.9,0,0,0,,0,0,15.1,13,54,1014,37.6,4.4,255,22.1,9,10,2022-01-10T06:43:55,2022-01-10T18:15:20,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-11,31,22,25.8,31.9,22,26.3,19.6,70.5,0,0,0,,0,0,12.6,7.6,48.5,1013.7,42.9,4.1,241.3,20.9,9,10,2022-01-11T06:44:11,2022-01-11T18:15:52,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-12,33,23,26.5,33.5,23,26.9,19.7,68.6,0,0,0,,0,0,12.2,10.6,118.9,1013.3,45.1,4.3,240.3,20.9,9,10,2022-01-12T06:44:26,2022-01-12T18:16:24,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-13,33,21.8,26.4,33.2,21.8,26.8,19.5,69.4,0,0,0,rain,0,0,11.5,14.8,165.4,1012.7,33.8,4.1,242.6,20.9,9,10,2022-01-13T06:44:40,2022-01-13T18:16:56,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-14,33,21,26.1,34,21,26.8,19.5,69.1,0,0,0,,0,0,13.7,13,134.5,1012.5,51.2,4.1,234.8,20.5,9,10,2022-01-14T06:44:53,2022-01-14T18:17:27,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-15,31,21.8,26.1,33,21.8,26.7,19.7,70.1,0.2,100,8.33,rain,0,0,14,13.4,99.6,1012.8,48.9,4.6,239.4,20.7,9,10,2022-01-15T06:45:05,2022-01-15T18:17:58,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-16,31,19.4,25.9,33,19.4,26.5,20.2,72.5,0.4,100,16.67,rain,0,0,17.6,16.6,67.7,1014.5,60.4,5.6,237.3,20.7,9,10,2022-01-16T06:45:17,2022-01-16T18:18:29,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2022-01-17,31,22.8,25.8,31.9,22.8,26.2,19.8,71.1,1.2,100,45.83,rain,0,0,19.4,20.5,67.9,1016.1,53.2,4.9,227,19.8,9,10,2022-01-17T06:45:27,2022-01-17T18:18:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-18,30,21,25.3,30.8,21,25.5,18.4,67.1,0,0,0,,0,0,16.2,22.3,55.7,1015.7,53.7,4.7,244.6,21.5,9,10,2022-01-18T06:45:36,2022-01-18T18:19:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-19,31,21,24.9,30.1,21,24.9,17.1,65.4,0,0,0,,0,0,12.6,14.8,79.7,1014.4,41.6,4.5,241.2,21.2,9,10,2022-01-19T06:45:44,2022-01-19T18:19:59,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-20,32,20.8,25.6,31.6,20.8,25.7,17.2,62.6,0,0,0,,0,0,10.8,11.2,103.7,1012.8,42.6,4.1,249.9,21.8,9,10,2022-01-20T06:45:51,2022-01-20T18:20:28,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-21,32.2,20,25.9,32.6,20,26.1,19.1,70.2,0.2,100,4.17,rain,0,0,22.3,14.8,151.7,1012.8,26.5,3.6,238.3,20.7,9,10,2022-01-21T06:45:57,2022-01-21T18:20:57,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-22,33,22,26.6,34.6,22,27.1,20.3,71.8,0,0,0,,0,0,22.7,18.4,203.9,1011.3,23.9,3.8,248.7,21.7,9,10,2022-01-22T06:46:02,2022-01-22T18:21:25,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-23,32,21.9,25.9,33.5,21.9,26.4,19.7,71.6,0,0,0,,0,0,21.6,24.1,219.6,1011.1,24,4.3,244.1,21.3,9,10,2022-01-23T06:46:06,2022-01-23T18:21:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-24,32.8,19,25.2,32.4,19,25.2,17.7,67.7,0,0,0,,0,0,18,17.2,202.7,1010.6,27.5,4.5,247.2,21.5,9,10,2022-01-24T06:46:09,2022-01-24T18:22:20,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-25,32,19,25.2,32.4,19,25.5,18.2,68,0,0,0,,0,0,13.7,13,185.9,1010.7,38.4,4.6,233.3,20.3,9,10,2022-01-25T06:46:11,2022-01-25T18:22:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-26,31,20,25.2,31.4,20,25.4,18.9,70.6,0.8,100,29.17,rain,0,0,8.6,14.8,150.6,1011.3,54.8,4.3,188.7,16.4,9,10,2022-01-26T06:46:12,2022-01-26T18:23:13,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-27,30,21,25.4,30.8,21,25.6,18.5,68.3,0.5,100,16.67,rain,0,0,17.3,18.4,114.2,1011.4,58.1,5.6,190.2,16.8,9,10,2022-01-27T06:46:12,2022-01-27T18:23:39,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,remote,43317099999"
"Coimbatore, IN",2022-01-28,29,22.8,25.3,29.8,22.8,25.4,18.3,66.4,0.6,100,20.83,rain,0,0,22.7,22.3,60.5,1013.2,68.9,5,247.9,21.6,9,10,2022-01-28T06:46:10,2022-01-28T18:24:04,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-29,30,22,25.8,30.8,22,26.2,18.4,64.6,0,0,0,,0,0,20.9,18.4,49.8,1014.2,67.3,4.6,243.7,21.3,9,10,2022-01-29T06:46:08,2022-01-29T18:24:29,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-30,31,23,26.4,32.4,23,27.1,19.8,68,0,0,0,,0,0,15.1,20.5,77,1013.7,58,4.3,243.7,21.4,9,10,2022-01-30T06:46:05,2022-01-30T18:24:52,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-01-31,32,22.7,26.7,32.1,22.7,27.2,19.5,67.1,0,0,0,,0,0,11.5,13.8,69.2,1012.7,56.4,3.5,255,22.2,9,10,2022-01-31T06:46:00,2022-01-31T18:25:16,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-01,32,22,26.5,32.9,22,26.8,18.8,64.6,0,0,0,,0,0,13.7,14.8,70.2,1012.3,57.3,4.3,255,22.2,10,10,2022-02-01T06:45:55,2022-02-01T18:25:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-02,32,21,26.8,31.9,21,27,17.8,60.5,0,0,0,,0,0,10.8,11.2,90.1,1012.9,41.9,4.5,259.7,22.7,10,10,2022-02-02T06:45:48,2022-02-02T18:26:01,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-03,33,21,26.5,33,21,26.9,18.3,63.2,0,0,0,,0,0,21.6,14.8,111.7,1012.7,34.9,4.2,255.2,22.2,10,10,2022-02-03T06:45:40,2022-02-03T18:26:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-04,33,21,26.4,33,21,26.4,18.1,64.6,0,0,0,,0,0,24.5,18.4,189,1011,23.9,4.1,267.5,23.1,10,10,2022-02-04T06:45:32,2022-02-04T18:26:43,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-05,33,21,26.3,32.7,21,26.4,18.1,64.9,0,0,0,,0,0,10.8,9.4,117.8,1011.4,41.2,4.4,266.6,23.2,10,10,2022-02-05T06:45:22,2022-02-05T18:27:03,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-06,32,22,26.5,32.4,22,26.7,18.7,64.9,0.3,100,12.5,rain,0,0,16.9,13,78.3,1014.1,49.4,4.7,243.5,21.2,9,10,2022-02-06T06:45:12,2022-02-06T18:27:23,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-07,32.3,22,26.9,32.1,22,27.2,18.6,63.6,0,0,0,,0,0,13,18.4,84.3,1014.6,47.2,4.3,255.8,22.3,10,10,2022-02-07T06:45:00,2022-02-07T18:27:42,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-08,31,22,26.1,31.4,22,26.4,18.6,65.1,0,0,0,,0,0,15.8,18.4,64.6,1013.7,49.6,4.2,248.4,21.7,9,10,2022-02-08T06:44:47,2022-02-08T18:28:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-09,32,21,26.2,31.3,21,26.1,15.6,54.9,0,0,0,,0,0,14.8,14.8,67.7,1013.4,34.4,4.3,260,22.7,10,10,2022-02-09T06:44:34,2022-02-09T18:28:18,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-10,31,21,25.5,30.1,21,25.4,15.8,58.4,0,0,0,,0,0,13.3,15.7,71.7,1013,49.9,4.6,268.2,23.3,10,10,2022-02-10T06:44:19,2022-02-10T18:28:35,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
"Coimbatore, IN",2022-02-11,31,21,25.8,29.9,21,25.6,16.2,59.2,0.1,100,4.17,rain,0,0,17.3,24.1,59,1012.5,46.6,4.6,261.7,23,10,10,2022-02-11T06:44:04,2022-02-11T18:28:51,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOCB,43318099999,43321099999,43341099999,43335099999,43317099999"
